id, statetime, region, name, email, gold, power, level
735,2022-12-22 20:59:32,3,Name#735,email735@abc.com,467496,5538,3
736,2022-12-20 06:03:55,1,Name#736,email736@abc.com,510967,207931,17
737,2022-12-22 21:52:22,4,Name#737,email737@abc.com,861838,108509,45
738,2022-12-19 05:03:58,8,Name#738,email738@abc.com,471355,201549,23
739,2022-12-21 16:56:29,9,Name#739,email739@abc.com,683276,892814,21
740,2022-12-17 18:55:20,6,Name#740,email740@abc.com,703182,378504,35
741,2022-12-18 11:56:22,9,Name#741,email741@abc.com,558984,669175,15
742,2022-12-17 09:31:40,9,Name#742,email742@abc.com,155068,319169,14
743,2022-12-23 19:39:39,9,Name#743,email743@abc.com,157846,732574,40
744,2022-12-22 01:23:02,3,Name#744,email744@abc.com,263049,791332,2
745,2022-12-21 21:10:05,1,Name#745,email745@abc.com,771462,957907,29
746,2022-12-20 18:12:39,5,Name#746,email746@abc.com,806128,559549,6
747,2022-12-23 03:57:56,5,Name#747,email747@abc.com,717190,112742,33
748,2022-12-18 08:25:03,4,Name#748,email748@abc.com,21530,826529,2
749,2022-12-20 14:16:24,3,Name#749,email749@abc.com,307176,268338,9
750,2022-12-24 01:35:22,7,Name#750,email750@abc.com,351294,290134,12
751,2022-12-17 09:08:55,1,Name#751,email751@abc.com,755591,819299,41
752,2022-12-18 22:17:19,7,Name#752,email752@abc.com,899186,20804,19
753,2022-12-20 14:36:08,1,Name#753,email753@abc.com,683081,960370,5
754,2022-12-18 21:25:48,9,Name#754,email754@abc.com,729528,285022,45
755,2022-12-24 03:19:08,5,Name#755,email755@abc.com,312929,430294,34
756,2022-12-19 16:42:53,1,Name#756,email756@abc.com,359465,965569,46
757,2022-12-21 16:37:29,9,Name#757,email757@abc.com,766068,836768,16
758,2022-12-19 14:26:46,6,Name#758,email758@abc.com,269933,507031,32
759,2022-12-21 06:14:57,7,Name#759,email759@abc.com,504041,254992,7
760,2022-12-17 21:48:29,1,Name#760,email760@abc.com,247851,856169,27
761,2022-12-22 20:14:02,9,Name#761,email761@abc.com,749806,110356,8
762,2022-12-19 19:43:03,1,Name#762,email762@abc.com,994060,84636,11
763,2022-12-19 22:19:04,3,Name#763,email763@abc.com,962838,427717,12
764,2022-12-20 12:38:14,6,Name#764,email764@abc.com,25593,536819,46
765,2022-12-18 04:04:49,9,Name#765,email765@abc.com,668571,653557,49
766,2022-12-22 01:06:26,4,Name#766,email766@abc.com,12641,360523,37
767,2022-12-23 05:08:31,9,Name#767,email767@abc.com,2015,260596,34
768,2022-12-21 10:49:58,1,Name#768,email768@abc.com,510290,558083,24
769,2022-12-18 17:52:48,7,Name#769,email769@abc.com,587728,506130,32
770,2022-12-21 15:44:00,2,Name#770,email770@abc.com,980040,588777,4
771,2022-12-21 12:13:37,7,Name#771,email771@abc.com,57711,404485,23
772,2022-12-22 12:47:54,3,Name#772,email772@abc.com,270030,126437,43
773,2022-12-21 23:05:05,1,Name#773,email773@abc.com,768320,639402,21
774,2022-12-18 05:09:28,4,Name#774,email774@abc.com,945624,483651,20
775,2022-12-20 10:34:21,3,Name#775,email775@abc.com,142120,845878,14
776,2022-12-22 11:11:23,1,Name#776,email776@abc.com,333937,969608,30
777,2022-12-23 15:04:09,1,Name#777,email777@abc.com,170961,178707,12
778,2022-12-21 02:04:42,7,Name#778,email778@abc.com,989023,771347,5
779,2022-12-17 19:50:42,6,Name#779,email779@abc.com,135436,599338,41
780,2022-12-22 08:22:12,4,Name#780,email780@abc.com,100150,469071,49
781,2022-12-17 15:57:04,1,Name#781,email781@abc.com,265496,15393,29
782,2022-12-22 20:30:11,7,Name#782,email782@abc.com,281357,264081,45
783,2022-12-18 18:40:07,5,Name#783,email783@abc.com,594500,73508,31
784,2022-12-18 00:54:15,1,Name#784,email784@abc.com,139261,98833,44
785,2022-12-19 10:28:51,2,Name#785,email785@abc.com,867480,63046,24
786,2022-12-19 20:16:08,2,Name#786,email786@abc.com,308793,926811,45
787,2022-12-23 01:16:04,2,Name#787,email787@abc.com,293790,347816,42
788,2022-12-19 02:11:46,8,Name#788,email788@abc.com,2477,589297,27
789,2022-12-18 02:12:10,4,Name#789,email789@abc.com,131618,529533,34
790,2022-12-22 10:25:37,4,Name#790,email790@abc.com,899294,829725,29
791,2022-12-17 15:36:40,9,Name#791,email791@abc.com,987778,881406,36
792,2022-12-23 05:25:21,7,Name#792,email792@abc.com,493628,190387,46
793,2022-12-18 07:56:36,3,Name#793,email793@abc.com,120134,577806,24
794,2022-12-18 08:47:34,1,Name#794,email794@abc.com,539428,344897,29
795,2022-12-20 08:06:46,9,Name#795,email795@abc.com,995112,199742,36
796,2022-12-20 08:22:09,7,Name#796,email796@abc.com,239901,357503,42
797,2022-12-19 23:30:39,2,Name#797,email797@abc.com,528811,374201,36
798,2022-12-18 05:48:35,8,Name#798,email798@abc.com,468339,90541,44
799,2022-12-23 08:54:15,3,Name#799,email799@abc.com,893304,613857,45
800,2022-12-22 08:38:25,4,Name#800,email800@abc.com,510039,587687,13
801,2022-12-23 03:57:20,1,Name#801,email801@abc.com,704632,493145,30
802,2022-12-21 23:57:26,8,Name#802,email802@abc.com,133284,936409,11
803,2022-12-19 07:44:00,6,Name#803,email803@abc.com,715270,635436,15
804,2022-12-22 13:08:39,2,Name#804,email804@abc.com,174122,27343,23
805,2022-12-21 19:25:03,7,Name#805,email805@abc.com,80903,165684,33
806,2022-12-21 06:10:05,4,Name#806,email806@abc.com,924769,419355,23
807,2022-12-20 07:58:22,5,Name#807,email807@abc.com,138445,357162,18
808,2022-12-18 03:14:03,6,Name#808,email808@abc.com,670942,895363,48
809,2022-12-19 00:06:39,5,Name#809,email809@abc.com,539627,955183,32
810,2022-12-22 14:32:39,6,Name#810,email810@abc.com,139315,289715,19
811,2022-12-18 22:36:21,7,Name#811,email811@abc.com,817377,283383,46
812,2022-12-17 10:46:45,1,Name#812,email812@abc.com,852381,8002,24
813,2022-12-22 21:51:46,4,Name#813,email813@abc.com,790690,474726,30
814,2022-12-20 10:39:03,2,Name#814,email814@abc.com,324428,257534,35
815,2022-12-17 10:54:14,3,Name#815,email815@abc.com,975884,699434,2
816,2022-12-24 03:43:21,9,Name#816,email816@abc.com,888652,491433,23
817,2022-12-18 00:40:28,6,Name#817,email817@abc.com,43694,289139,4
818,2022-12-21 10:39:15,9,Name#818,email818@abc.com,80642,347391,15
819,2022-12-20 11:14:12,5,Name#819,email819@abc.com,669515,236543,43
820,2022-12-22 09:35:56,7,Name#820,email820@abc.com,695463,432890,49
821,2022-12-23 19:33:52,3,Name#821,email821@abc.com,553649,915426,47
822,2022-12-20 09:21:10,3,Name#822,email822@abc.com,867481,990445,13
823,2022-12-20 22:54:54,6,Name#823,email823@abc.com,923380,244018,1
824,2022-12-17 16:22:56,1,Name#824,email824@abc.com,854019,663381,22
825,2022-12-23 04:36:38,2,Name#825,email825@abc.com,820075,204749,5
826,2022-12-24 07:14:57,4,Name#826,email826@abc.com,390358,99433,30
827,2022-12-22 20:59:59,1,Name#827,email827@abc.com,579000,201106,18
828,2022-12-20 05:25:50,5,Name#828,email828@abc.com,722979,933183,33
829,2022-12-20 04:50:42,6,Name#829,email829@abc.com,803442,755661,30
830,2022-12-20 02:18:42,9,Name#830,email830@abc.com,336916,768831,34
831,2022-12-21 14:56:19,8,Name#831,email831@abc.com,959256,151456,30
832,2022-12-22 02:48:47,5,Name#832,email832@abc.com,595068,994968,22
833,2022-12-23 14:12:28,6,Name#833,email833@abc.com,272579,153899,47
834,2022-12-19 10:10:03,4,Name#834,email834@abc.com,994889,365103,39
835,2022-12-22 10:18:00,3,Name#835,email835@abc.com,936009,697672,42
836,2022-12-23 21:26:40,3,Name#836,email836@abc.com,413824,332581,16
837,2022-12-18 07:38:59,4,Name#837,email837@abc.com,507842,895060,32
838,2022-12-18 02:29:56,1,Name#838,email838@abc.com,100948,374549,24
839,2022-12-23 13:18:08,7,Name#839,email839@abc.com,334742,460734,45
840,2022-12-22 22:17:45,2,Name#840,email840@abc.com,162402,431208,35
841,2022-12-18 01:57:55,2,Name#841,email841@abc.com,353028,987528,2
842,2022-12-23 21:11:29,9,Name#842,email842@abc.com,165299,964710,1
843,2022-12-22 21:26:18,5,Name#843,email843@abc.com,185846,478658,20
844,2022-12-23 13:15:26,6,Name#844,email844@abc.com,501745,548783,10
845,2022-12-19 15:24:07,4,Name#845,email845@abc.com,37501,740337,3
846,2022-12-21 18:37:45,6,Name#846,email846@abc.com,889592,945625,49
847,2022-12-20 14:02:12,6,Name#847,email847@abc.com,808125,936578,21
848,2022-12-21 03:15:10,2,Name#848,email848@abc.com,194871,802776,33
849,2022-12-17 14:07:43,2,Name#849,email849@abc.com,819676,909198,39
850,2022-12-22 17:36:17,3,Name#850,email850@abc.com,473430,316471,39
851,2022-12-23 23:05:38,4,Name#851,email851@abc.com,148296,526724,12
852,2022-12-18 01:08:41,9,Name#852,email852@abc.com,396939,524304,16
853,2022-12-24 03:43:24,3,Name#853,email853@abc.com,591330,809055,32
854,2022-12-23 07:13:50,8,Name#854,email854@abc.com,515363,788683,5
855,2022-12-19 17:28:44,1,Name#855,email855@abc.com,378314,414632,48
856,2022-12-19 23:34:07,3,Name#856,email856@abc.com,432783,373192,47
857,2022-12-20 14:12:29,8,Name#857,email857@abc.com,332552,829662,16
858,2022-12-21 17:10:25,4,Name#858,email858@abc.com,669451,784720,41
859,2022-12-23 19:11:37,1,Name#859,email859@abc.com,953092,145843,41
860,2022-12-19 00:26:05,5,Name#860,email860@abc.com,500960,736189,33
861,2022-12-18 13:35:38,1,Name#861,email861@abc.com,805421,991827,27
862,2022-12-19 20:11:32,3,Name#862,email862@abc.com,385783,359322,18
863,2022-12-20 19:18:43,9,Name#863,email863@abc.com,893058,456249,16
864,2022-12-20 11:58:09,5,Name#864,email864@abc.com,563681,545162,2
865,2022-12-23 00:27:53,3,Name#865,email865@abc.com,340270,626272,5
866,2022-12-22 14:26:32,5,Name#866,email866@abc.com,68820,555017,40
867,2022-12-18 10:35:00,9,Name#867,email867@abc.com,568765,700319,20
868,2022-12-23 13:06:13,7,Name#868,email868@abc.com,351139,90198,49
869,2022-12-18 11:29:05,4,Name#869,email869@abc.com,413495,391313,28
870,2022-12-20 07:03:14,8,Name#870,email870@abc.com,519843,292211,47
871,2022-12-18 01:57:26,2,Name#871,email871@abc.com,484715,896385,35
872,2022-12-20 16:30:08,3,Name#872,email872@abc.com,365239,6140,21
873,2022-12-22 23:28:53,2,Name#873,email873@abc.com,982780,216186,27
874,2022-12-18 08:36:52,6,Name#874,email874@abc.com,728442,402188,19
875,2022-12-17 20:30:39,7,Name#875,email875@abc.com,393313,487372,49
876,2022-12-19 17:11:45,2,Name#876,email876@abc.com,356082,489854,29
877,2022-12-21 16:14:12,4,Name#877,email877@abc.com,336750,286881,26
878,2022-12-20 05:04:24,6,Name#878,email878@abc.com,496085,577598,42
879,2022-12-20 21:31:42,9,Name#879,email879@abc.com,432693,71331,49
880,2022-12-21 12:11:48,2,Name#880,email880@abc.com,417671,950479,19
881,2022-12-19 16:04:25,7,Name#881,email881@abc.com,762936,295645,8
882,2022-12-18 09:38:10,5,Name#882,email882@abc.com,763925,37645,12
883,2022-12-19 10:37:38,2,Name#883,email883@abc.com,22720,708219,26
884,2022-12-22 02:06:18,2,Name#884,email884@abc.com,463734,410163,30
885,2022-12-19 11:30:38,1,Name#885,email885@abc.com,153612,174288,32
886,2022-12-20 19:27:14,6,Name#886,email886@abc.com,90169,841218,16
887,2022-12-22 06:57:56,2,Name#887,email887@abc.com,9345,697006,24
888,2022-12-19 21:58:26,6,Name#888,email888@abc.com,132079,35214,41
889,2022-12-22 08:36:18,1,Name#889,email889@abc.com,239191,283758,41
890,2022-12-19 23:15:18,8,Name#890,email890@abc.com,428085,690153,38
891,2022-12-17 14:07:41,7,Name#891,email891@abc.com,446803,223970,24
892,2022-12-19 20:29:40,1,Name#892,email892@abc.com,825687,460906,29
893,2022-12-20 19:31:23,7,Name#893,email893@abc.com,775645,757533,25
894,2022-12-22 22:06:22,5,Name#894,email894@abc.com,840373,433144,35
895,2022-12-22 04:37:40,1,Name#895,email895@abc.com,398843,536313,29
896,2022-12-22 22:09:05,6,Name#896,email896@abc.com,547827,304878,46
897,2022-12-18 07:27:52,3,Name#897,email897@abc.com,916227,989223,24
898,2022-12-18 16:36:00,6,Name#898,email898@abc.com,340325,412996,10
899,2022-12-18 18:37:56,5,Name#899,email899@abc.com,260800,790685,9
900,2022-12-21 04:26:27,3,Name#900,email900@abc.com,46432,286159,38
901,2022-12-22 00:10:27,4,Name#901,email901@abc.com,775304,377731,10
902,2022-12-18 06:31:43,5,Name#902,email902@abc.com,118119,859847,2
903,2022-12-23 11:47:36,5,Name#903,email903@abc.com,527908,255808,24
904,2022-12-23 18:51:13,3,Name#904,email904@abc.com,165962,534871,40
905,2022-12-21 20:45:15,7,Name#905,email905@abc.com,232927,550685,11
906,2022-12-24 05:35:16,6,Name#906,email906@abc.com,327065,796197,40
907,2022-12-20 00:30:59,1,Name#907,email907@abc.com,857360,69883,1
908,2022-12-22 02:41:32,9,Name#908,email908@abc.com,49686,975717,14
909,2022-12-20 20:25:40,7,Name#909,email909@abc.com,960308,997490,20
910,2022-12-21 03:04:28,1,Name#910,email910@abc.com,354300,327494,1
911,2022-12-17 11:47:17,7,Name#911,email911@abc.com,985627,854636,44
912,2022-12-17 15:22:48,5,Name#912,email912@abc.com,177492,406117,48
913,2022-12-18 14:53:12,3,Name#913,email913@abc.com,853323,548975,18
914,2022-12-22 04:43:17,4,Name#914,email914@abc.com,69204,619243,20
915,2022-12-18 01:28:22,8,Name#915,email915@abc.com,834487,245768,3
916,2022-12-19 07:11:10,7,Name#916,email916@abc.com,819849,31139,29
917,2022-12-17 23:29:58,6,Name#917,email917@abc.com,469930,736138,5
918,2022-12-21 01:30:00,3,Name#918,email918@abc.com,154794,580191,5
919,2022-12-20 11:59:22,1,Name#919,email919@abc.com,477053,192895,28
920,2022-12-21 12:05:32,9,Name#920,email920@abc.com,953308,130720,8
921,2022-12-17 19:57:50,1,Name#921,email921@abc.com,709173,56580,6
922,2022-12-22 01:25:50,4,Name#922,email922@abc.com,494015,471417,27
923,2022-12-21 19:41:15,4,Name#923,email923@abc.com,338653,646074,12
924,2022-12-22 22:44:58,6,Name#924,email924@abc.com,962042,41097,16
925,2022-12-21 19:15:34,9,Name#925,email925@abc.com,624419,720419,11
926,2022-12-20 01:15:43,6,Name#926,email926@abc.com,60149,910262,38
927,2022-12-22 15:32:32,7,Name#927,email927@abc.com,303479,223554,33
928,2022-12-21 00:26:56,7,Name#928,email928@abc.com,971364,853151,49
929,2022-12-18 13:46:52,1,Name#929,email929@abc.com,146290,498907,5
930,2022-12-22 20:55:34,1,Name#930,email930@abc.com,626858,894744,7
931,2022-12-23 01:52:45,9,Name#931,email931@abc.com,82254,30479,13
932,2022-12-19 03:47:27,5,Name#932,email932@abc.com,95466,389780,30
933,2022-12-20 20:34:10,6,Name#933,email933@abc.com,485922,761828,48
934,2022-12-18 20:01:44,9,Name#934,email934@abc.com,820563,645358,45
935,2022-12-17 19:30:04,9,Name#935,email935@abc.com,161211,474205,37
936,2022-12-22 22:30:25,8,Name#936,email936@abc.com,421257,345440,16
937,2022-12-18 11:28:19,1,Name#937,email937@abc.com,60004,405735,40
938,2022-12-22 00:02:41,9,Name#938,email938@abc.com,569011,50214,17
939,2022-12-19 21:58:04,4,Name#939,email939@abc.com,700689,759273,38
940,2022-12-18 03:08:45,3,Name#940,email940@abc.com,90251,717681,14
941,2022-12-18 04:37:52,4,Name#941,email941@abc.com,300508,783018,6
942,2022-12-17 09:25:30,1,Name#942,email942@abc.com,570117,396236,26
943,2022-12-22 04:58:10,1,Name#943,email943@abc.com,93889,715198,7
944,2022-12-22 06:27:45,9,Name#944,email944@abc.com,518737,195508,41
945,2022-12-20 09:46:39,5,Name#945,email945@abc.com,729805,862851,44
946,2022-12-22 07:24:55,3,Name#946,email946@abc.com,59851,580334,16
947,2022-12-19 09:13:52,3,Name#947,email947@abc.com,197215,898147,25
948,2022-12-23 18:06:19,2,Name#948,email948@abc.com,804829,180648,45
949,2022-12-20 22:59:56,3,Name#949,email949@abc.com,843488,949991,12
950,2022-12-20 09:48:58,5,Name#950,email950@abc.com,25723,312409,44
951,2022-12-22 21:43:19,1,Name#951,email951@abc.com,745565,887441,37
952,2022-12-23 23:16:22,7,Name#952,email952@abc.com,552855,804331,40
953,2022-12-20 11:29:19,7,Name#953,email953@abc.com,518362,236101,12
954,2022-12-20 06:31:40,5,Name#954,email954@abc.com,90039,257261,34
955,2022-12-21 03:08:27,8,Name#955,email955@abc.com,352349,541811,29
956,2022-12-22 10:31:54,8,Name#956,email956@abc.com,848555,398531,46
957,2022-12-17 23:01:42,2,Name#957,email957@abc.com,860091,18112,27
958,2022-12-19 07:33:44,8,Name#958,email958@abc.com,55088,62962,31
959,2022-12-18 17:35:02,2,Name#959,email959@abc.com,970220,90581,49
960,2022-12-18 00:17:46,2,Name#960,email960@abc.com,760879,219049,17
961,2022-12-17 09:31:18,1,Name#961,email961@abc.com,892444,844862,4
962,2022-12-18 01:27:34,4,Name#962,email962@abc.com,430136,122425,28
963,2022-12-20 15:51:30,7,Name#963,email963@abc.com,33627,630601,41
964,2022-12-24 03:26:40,5,Name#964,email964@abc.com,683584,821310,45
965,2022-12-21 11:59:32,9,Name#965,email965@abc.com,871203,212938,31
966,2022-12-20 18:02:01,2,Name#966,email966@abc.com,346444,770435,9
967,2022-12-23 14:44:29,2,Name#967,email967@abc.com,660163,903993,5
968,2022-12-23 21:11:35,6,Name#968,email968@abc.com,914628,328220,43
969,2022-12-21 14:16:29,2,Name#969,email969@abc.com,672799,507236,35
970,2022-12-21 12:01:46,1,Name#970,email970@abc.com,774748,33474,49
971,2022-12-22 14:20:48,8,Name#971,email971@abc.com,714153,918691,42
972,2022-12-21 18:37:06,4,Name#972,email972@abc.com,137224,197677,1
973,2022-12-19 12:26:49,8,Name#973,email973@abc.com,860596,342278,17
974,2022-12-20 03:59:38,2,Name#974,email974@abc.com,159158,70524,21
975,2022-12-17 16:53:17,3,Name#975,email975@abc.com,839873,821745,14
976,2022-12-21 14:19:04,7,Name#976,email976@abc.com,535798,952156,27
977,2022-12-20 12:24:28,1,Name#977,email977@abc.com,197714,22924,16
978,2022-12-18 21:47:58,7,Name#978,email978@abc.com,966796,794241,33
979,2022-12-19 06:02:20,3,Name#979,email979@abc.com,470069,269143,4
980,2022-12-21 02:33:33,6,Name#980,email980@abc.com,436710,545482,45
981,2022-12-22 22:50:57,1,Name#981,email981@abc.com,859161,872045,5
982,2022-12-17 21:03:48,2,Name#982,email982@abc.com,581255,497498,10
983,2022-12-17 17:27:14,1,Name#983,email983@abc.com,129091,405267,4
984,2022-12-17 21:30:36,3,Name#984,email984@abc.com,759436,588745,18
985,2022-12-18 05:38:40,1,Name#985,email985@abc.com,920069,165592,3
986,2022-12-19 00:43:16,8,Name#986,email986@abc.com,732279,568376,2
987,2022-12-17 12:21:43,5,Name#987,email987@abc.com,713835,423541,23
988,2022-12-19 10:37:13,9,Name#988,email988@abc.com,30555,265891,25
989,2022-12-24 02:44:24,1,Name#989,email989@abc.com,595376,814478,27
990,2022-12-18 03:04:20,4,Name#990,email990@abc.com,90432,438046,18
991,2022-12-20 15:39:41,9,Name#991,email991@abc.com,471250,738100,35
992,2022-12-18 08:20:28,3,Name#992,email992@abc.com,33626,14392,13
993,2022-12-21 15:53:53,3,Name#993,email993@abc.com,381408,969668,6
994,2022-12-17 19:09:41,8,Name#994,email994@abc.com,904178,36632,48
995,2022-12-18 08:40:36,9,Name#995,email995@abc.com,805744,533835,23
996,2022-12-18 13:16:10,6,Name#996,email996@abc.com,565623,993478,49
997,2022-12-21 21:59:40,9,Name#997,email997@abc.com,460758,25561,41
998,2022-12-21 04:17:56,8,Name#998,email998@abc.com,716521,449440,7
999,2022-12-19 12:33:21,6,Name#999,email999@abc.com,239723,224284,48
1000,2022-12-22 13:32:37,4,Name#1000,email1000@abc.com,16993,764298,21
